,dateRep,day,month,year,cases,deaths,countriesAndTerritories,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000,percentage_handwashing_facility_2020
41716,2020-06-11,6,11,2020,180,0,Nigeria,NGA,200963603.0,Africa,0.84741713,33
41717,2020-05-11,5,11,2020,155,3,Nigeria,NGA,200963603.0,Africa,0.82651782,33
41718,2020-04-11,4,11,2020,137,4,Nigeria,NGA,200963603.0,Africa,0.76780072,33
41719,2020-03-11,3,11,2020,72,1,Nigeria,NGA,200963603.0,Africa,0.73545656,33
41720,2020-02-11,2,11,2020,111,2,Nigeria,NGA,200963603.0,Africa,0.75834628,33
41721,2020-01-11,1,11,2020,162,0,Nigeria,NGA,200963603.0,Africa,0.76929353,33
41722,2020-10-31,31,10,2020,170,3,Nigeria,NGA,200963603.0,Africa,0.74491101,33
41723,2020-10-30,30,10,2020,150,2,Nigeria,NGA,200963603.0,Africa,0.83945549,33
41724,2020-10-29,29,10,2020,147,4,Nigeria,NGA,200963603.0,Africa,0.76481511,33
41725,2020-10-28,28,10,2020,113,3,Nigeria,NGA,200963603.0,Africa,0.78073839,33
41726,2020-10-27,27,10,2020,119,2,Nigeria,NGA,200963603.0,Africa,0.83646988,33
41727,2020-10-26,26,10,2020,62,1,Nigeria,NGA,200963603.0,Africa,0.85886199,33
41728,2020-10-25,25,10,2020,48,0,Nigeria,NGA,200963603.0,Africa,0.90911985,33
41729,2020-10-24,24,10,2020,77,2,Nigeria,NGA,200963603.0,Africa,0.94046881,33
41730,2020-10-23,23,10,2020,138,2,Nigeria,NGA,200963603.0,Africa,0.9772914,33
41731,2020-10-22,22,10,2020,37,0,Nigeria,NGA,200963603.0,Africa,0.95987531,33
41732,2020-10-21,21,10,2020,72,0,Nigeria,NGA,200963603.0,Africa,1.01859241,33
41733,2020-10-20,20,10,2020,118,0,Nigeria,NGA,200963603.0,Africa,1.04148212,33
41734,2020-10-19,19,10,2020,133,2,Nigeria,NGA,200963603.0,Africa,1.04247733,33
41735,2020-10-18,18,10,2020,113,4,Nigeria,NGA,200963603.0,Africa,1.00515714,33
41736,2020-10-17,17,10,2020,360,3,Nigeria,NGA,200963603.0,Africa,1.02854446,33
41737,2020-10-16,16,10,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.91210546,33
41738,2020-10-15,15,10,2020,179,0,Nigeria,NGA,200963603.0,Africa,0.98823865,33
41739,2020-10-14,14,10,2020,225,1,Nigeria,NGA,200963603.0,Africa,0.99918591,33
41740,2020-10-13,13,10,2020,164,0,Nigeria,NGA,200963603.0,Africa,0.98027701,33
41741,2020-12-10,12,10,2020,163,0,Nigeria,NGA,200963603.0,Africa,0.96634414,33
41742,2020-11-10,11,10,2020,111,2,Nigeria,NGA,200963603.0,Africa,0.94793285,33
41743,2020-10-10,10,10,2020,151,0,Nigeria,NGA,200963603.0,Africa,0.96037291,33
41744,2020-09-10,9,10,2020,103,0,Nigeria,NGA,200963603.0,Africa,0.99122427,33
41745,2020-08-10,8,10,2020,155,0,Nigeria,NGA,200963603.0,Africa,1.00217152,33
41746,2020-07-10,7,10,2020,118,0,Nigeria,NGA,200963603.0,Africa,0.98027701,33
41747,2020-06-10,6,10,2020,120,0,Nigeria,NGA,200963603.0,Africa,1.00913796,33
41748,2020-05-10,5,10,2020,58,0,Nigeria,NGA,200963603.0,Africa,1.04645815,33
41749,2020-04-10,4,10,2020,160,1,Nigeria,NGA,200963603.0,Africa,1.06586465,33
41750,2020-03-10,3,10,2020,126,0,Nigeria,NGA,200963603.0,Africa,1.08029512,33
41751,2020-02-10,2,10,2020,153,0,Nigeria,NGA,200963603.0,Africa,1.12756736,33
41752,2020-01-10,1,10,2020,201,1,Nigeria,NGA,200963603.0,Africa,1.11662011,33
41753,2020-09-30,30,9,2020,187,0,Nigeria,NGA,200963603.0,Africa,1.07929992,33
41754,2020-09-29,29,9,2020,136,3,Nigeria,NGA,200963603.0,Africa,1.03103247,33
41755,2020-09-28,28,9,2020,126,2,Nigeria,NGA,200963603.0,Africa,1.02904206,33
41756,2020-09-27,27,9,2020,136,3,Nigeria,NGA,200963603.0,Africa,1.00565474,33
41757,2020-09-26,26,9,2020,213,1,Nigeria,NGA,200963603.0,Africa,1.0175972,33
41758,2020-09-25,25,9,2020,125,0,Nigeria,NGA,200963603.0,Africa,1.00515714,33
41759,2020-09-24,24,9,2020,111,2,Nigeria,NGA,200963603.0,Africa,1.04098452,33
41760,2020-09-23,23,9,2020,176,0,Nigeria,NGA,200963603.0,Africa,1.07332869,33
41761,2020-09-22,22,9,2020,195,2,Nigeria,NGA,200963603.0,Africa,1.13304099,33
41762,2020-09-21,21,9,2020,97,3,Nigeria,NGA,200963603.0,Africa,1.11313689,33
41763,2020-09-20,20,9,2020,189,1,Nigeria,NGA,200963603.0,Africa,1.1146297,33
41764,2020-09-19,19,9,2020,221,1,Nigeria,NGA,200963603.0,Africa,1.10119443,33
41765,2020-09-18,18,9,2020,131,2,Nigeria,NGA,200963603.0,Africa,1.06885026,33
41766,2020-09-17,17,9,2020,126,3,Nigeria,NGA,200963603.0,Africa,1.06536705,33
41767,2020-09-16,16,9,2020,90,5,Nigeria,NGA,200963603.0,Africa,1.11015127,33
41768,2020-09-15,15,9,2020,132,1,Nigeria,NGA,200963603.0,Africa,1.18429405,33
41769,2020-09-14,14,9,2020,79,4,Nigeria,NGA,200963603.0,Africa,1.18976768,33
41770,2020-09-13,13,9,2020,160,2,Nigeria,NGA,200963603.0,Africa,1.21912623,33
41771,2020-12-09,12,9,2020,188,1,Nigeria,NGA,200963603.0,Africa,1.26391046,33
41772,2020-11-09,11,9,2020,197,5,Nigeria,NGA,200963603.0,Africa,1.24997759,33
41773,2020-10-09,10,9,2020,176,3,Nigeria,NGA,200963603.0,Africa,1.29924024,33
41774,2020-09-09,9,9,2020,296,6,Nigeria,NGA,200963603.0,Africa,1.32163236,33
41775,2020-08-09,8,9,2020,155,4,Nigeria,NGA,200963603.0,Africa,1.29973784,33
41776,2020-07-09,7,9,2020,100,3,Nigeria,NGA,200963603.0,Africa,1.38233987,33
41777,2020-06-09,6,9,2020,162,3,Nigeria,NGA,200963603.0,Africa,1.49280763,33
41778,2020-05-09,5,9,2020,156,3,Nigeria,NGA,200963603.0,Africa,1.71125515,33
41779,2020-04-09,4,9,2020,124,21,Nigeria,NGA,200963603.0,Africa,1.80281402,33
41780,2020-03-09,3,9,2020,216,4,Nigeria,NGA,200963603.0,Africa,1.97797011,33
41781,2020-02-09,2,9,2020,239,10,Nigeria,NGA,200963603.0,Africa,2.16556627,33
41782,2020-01-09,1,9,2020,143,0,Nigeria,NGA,200963603.0,Africa,2.2506563,33
41783,2020-08-31,31,8,2020,138,2,Nigeria,NGA,200963603.0,Africa,2.3869994,33
41784,2020-08-30,30,8,2020,250,0,Nigeria,NGA,200963603.0,Africa,2.46661581,33
41785,2020-08-29,29,8,2020,160,0,Nigeria,NGA,200963603.0,Africa,2.503936,33
41786,2020-08-28,28,8,2020,296,1,Nigeria,NGA,200963603.0,Africa,2.58803083,33
41787,2020-08-27,27,8,2020,221,3,Nigeria,NGA,200963603.0,Africa,2.62634622,33
41788,2020-08-26,26,8,2020,252,3,Nigeria,NGA,200963603.0,Africa,2.74179001,33
41789,2020-08-25,25,8,2020,321,2,Nigeria,NGA,200963603.0,Africa,2.82688005,33
41790,2020-08-24,24,8,2020,322,5,Nigeria,NGA,200963603.0,Africa,2.81145437,33
41791,2020-08-23,23,8,2020,601,1,Nigeria,NGA,200963603.0,Africa,2.86867866,33
41792,2020-08-22,22,8,2020,340,4,Nigeria,NGA,200963603.0,Africa,2.79503349,33
41793,2020-08-21,21,8,2020,476,7,Nigeria,NGA,200963603.0,Africa,2.84628655,33
41794,2020-08-20,20,8,2020,593,4,Nigeria,NGA,200963603.0,Africa,2.78557904,33
41795,2020-08-19,19,8,2020,410,4,Nigeria,NGA,200963603.0,Africa,2.71790509,33
41796,2020-08-18,18,8,2020,417,2,Nigeria,NGA,200963603.0,Africa,2.66515922,33
41797,2020-08-17,17,8,2020,298,1,Nigeria,NGA,200963603.0,Africa,2.60096849,33
41798,2020-08-16,16,8,2020,325,1,Nigeria,NGA,200963603.0,Africa,2.60395411,33
41799,2020-08-15,15,8,2020,329,7,Nigeria,NGA,200963603.0,Africa,2.63430787,33
41800,2020-08-14,14,8,2020,373,10,Nigeria,NGA,200963603.0,Africa,2.700489,33
41801,2020-08-13,13,8,2020,453,0,Nigeria,NGA,200963603.0,Africa,2.75423008,33
41802,2020-12-08,12,8,2020,423,6,Nigeria,NGA,200963603.0,Africa,2.72984755,33
41803,2020-11-08,11,8,2020,290,5,Nigeria,NGA,200963603.0,Africa,2.82986566,33
41804,2020-10-08,10,8,2020,437,3,Nigeria,NGA,200963603.0,Africa,3.00800738,33
41805,2020-09-08,9,8,2020,453,6,Nigeria,NGA,200963603.0,Africa,3.06672448,33
41806,2020-08-08,8,8,2020,443,6,Nigeria,NGA,200963603.0,Africa,3.05926044,33
41807,2020-07-08,7,8,2020,354,3,Nigeria,NGA,200963603.0,Africa,3.13290561,33
41808,2020-06-08,6,8,2020,457,17,Nigeria,NGA,200963603.0,Africa,3.25730625,33
41809,2020-05-08,5,8,2020,304,14,Nigeria,NGA,200963603.0,Africa,3.30010007,33
41810,2020-04-08,4,8,2020,288,8,Nigeria,NGA,200963603.0,Africa,3.43544796,33
41811,2020-03-08,3,8,2020,304,5,Nigeria,NGA,200963603.0,Africa,3.57179106,33
41812,2020-02-08,2,8,2020,386,4,Nigeria,NGA,200963603.0,Africa,3.6971869,33
41813,2020-01-08,1,8,2020,462,1,Nigeria,NGA,200963603.0,Africa,3.83004678,33
41814,2020-07-31,31,7,2020,481,5,Nigeria,NGA,200963603.0,Africa,3.89871593,33
41815,2020-07-30,30,7,2020,404,5,Nigeria,NGA,200963603.0,Africa,3.95544262,33
41816,2020-07-29,29,7,2020,624,8,Nigeria,NGA,200963603.0,Africa,4.07436963,33
41817,2020-07-28,28,7,2020,648,2,Nigeria,NGA,200963603.0,Africa,3.99425562,33
41818,2020-07-27,27,7,2020,555,2,Nigeria,NGA,200963603.0,Africa,3.96788268,33
41819,2020-07-26,26,7,2020,438,11,Nigeria,NGA,200963603.0,Africa,3.97584432,33
41820,2020-07-25,25,7,2020,591,12,Nigeria,NGA,200963603.0,Africa,4.0883025,33
41821,2020-07-24,24,7,2020,604,20,Nigeria,NGA,200963603.0,Africa,4.08034086,33
41822,2020-07-23,23,7,2020,543,8,Nigeria,NGA,200963603.0,Africa,4.02809259,33
41823,2020-07-22,22,7,2020,576,4,Nigeria,NGA,200963603.0,Africa,3.98679158,33
41824,2020-07-21,21,7,2020,562,12,Nigeria,NGA,200963603.0,Africa,3.95046659,33
41825,2020-07-20,20,7,2020,556,11,Nigeria,NGA,200963603.0,Africa,3.95693543,33
41826,2020-07-19,19,7,2020,653,6,Nigeria,NGA,200963603.0,Africa,3.9509642,33
41827,2020-07-18,18,7,2020,600,3,Nigeria,NGA,200963603.0,Africa,3.92608407,33
41828,2020-07-17,17,7,2020,595,9,Nigeria,NGA,200963603.0,Africa,3.8534341,33
41829,2020-07-16,16,7,2020,643,6,Nigeria,NGA,200963603.0,Africa,3.86885978,33
41830,2020-07-15,15,7,2020,463,10,Nigeria,NGA,200963603.0,Africa,3.94200735,33
41831,2020-07-14,14,7,2020,595,4,Nigeria,NGA,200963603.0,Africa,3.9907724,33
41832,2020-07-13,13,7,2020,571,16,Nigeria,NGA,200963603.0,Africa,3.97634192,33
41833,2020-12-07,12,7,2020,664,15,Nigeria,NGA,200963603.0,Africa,3.93603612,33
41834,2020-11-07,11,7,2020,575,20,Nigeria,NGA,200963603.0,Africa,3.99326041,33
41835,2020-10-07,10,7,2020,499,5,Nigeria,NGA,200963603.0,Africa,4.04749909,33
41836,2020-09-07,9,7,2020,460,15,Nigeria,NGA,200963603.0,Africa,4.09477133,33
41837,2020-08-07,8,7,2020,503,15,Nigeria,NGA,200963603.0,Africa,4.18881821,33
41838,2020-07-07,7,7,2020,575,9,Nigeria,NGA,200963603.0,Africa,4.16344048,33
41839,2020-06-07,6,7,2020,544,11,Nigeria,NGA,200963603.0,Africa,4.21320074,33
41840,2020-05-07,5,7,2020,603,6,Nigeria,NGA,200963603.0,Africa,4.15945966,33
41841,2020-04-07,4,7,2020,454,12,Nigeria,NGA,200963603.0,Africa,4.18832061,33
41842,2020-03-07,3,7,2020,626,13,Nigeria,NGA,200963603.0,Africa,4.29430995,33
41843,2020-02-07,2,7,2020,790,13,Nigeria,NGA,200963603.0,Africa,4.35352465,33
41844,2020-01-07,1,7,2020,561,17,Nigeria,NGA,200963603.0,Africa,4.25251134,33
41845,2020-06-30,30,6,2020,566,8,Nigeria,NGA,200963603.0,Africa,4.21718156,33
41846,2020-06-29,29,6,2020,490,7,Nigeria,NGA,200963603.0,Africa,4.22066477,33
41847,2020-06-28,28,6,2020,779,4,Nigeria,NGA,200963603.0,Africa,4.17737335,33
41848,2020-06-27,27,6,2020,684,5,Nigeria,NGA,200963603.0,Africa,4.03903985,33
41849,2020-06-26,26,6,2020,594,7,Nigeria,NGA,200963603.0,Africa,4.0106765,33
41850,2020-06-25,25,6,2020,649,9,Nigeria,NGA,200963603.0,Africa,4.05396792,33
41851,2020-06-24,24,6,2020,452,8,Nigeria,NGA,200963603.0,Africa,3.93454331,33
41852,2020-06-23,23,6,2020,675,7,Nigeria,NGA,200963603.0,Africa,4.03953745,33
41853,2020-06-22,22,6,2020,436,12,Nigeria,NGA,200963603.0,Africa,3.86040053,33
41854,2020-06-21,21,6,2020,661,19,Nigeria,NGA,200963603.0,Africa,3.76933927,33
41855,2020-06-20,20,6,2020,667,12,Nigeria,NGA,200963603.0,Africa,3.63399138,33
41856,2020-06-19,19,6,2020,745,6,Nigeria,NGA,200963603.0,Africa,3.46530411,33
41857,2020-06-18,18,6,2020,587,14,Nigeria,NGA,200963603.0,Africa,3.26875111,33
41858,2020-06-17,17,6,2020,490,31,Nigeria,NGA,200963603.0,Africa,3.1493265,33
41859,2020-06-16,16,6,2020,573,4,Nigeria,NGA,200963603.0,Africa,3.02542346,33
41860,2020-06-15,15,6,2020,403,13,Nigeria,NGA,200963603.0,Africa,2.94729987,33
41861,2020-06-14,14,6,2020,501,8,Nigeria,NGA,200963603.0,Africa,2.89953002,33
41862,2020-06-13,13,6,2020,627,12,Nigeria,NGA,200963603.0,Africa,2.92540535,33
41863,2020-12-06,12,6,2020,681,5,Nigeria,NGA,200963603.0,Africa,2.80598074,33
41864,2020-11-06,11,6,2020,409,17,Nigeria,NGA,200963603.0,Africa,2.55767707,33
41865,2020-10-06,10,6,2020,663,4,Nigeria,NGA,200963603.0,Africa,2.54772502,33
41866,2020-09-06,9,6,2020,315,7,Nigeria,NGA,200963603.0,Africa,2.35515284,33
41867,2020-08-06,8,6,2020,253,12,Nigeria,NGA,200963603.0,Africa,2.31235902,33
41868,2020-07-06,7,6,2020,389,9,Nigeria,NGA,200963603.0,Africa,2.34221517,33
41869,2020-06-06,6,6,2020,328,10,Nigeria,NGA,200963603.0,Africa,2.28051246,33
41870,2020-05-06,5,6,2020,350,8,Nigeria,NGA,200963603.0,Africa,2.23921145,33
41871,2020-04-06,4,6,2020,347,1,Nigeria,NGA,200963603.0,Africa,2.23373782,33
41872,2020-03-06,3,6,2020,241,15,Nigeria,NGA,200963603.0,Africa,2.19840804,33
41873,2020-02-06,2,6,2020,416,12,Nigeria,NGA,200963603.0,Africa,2.190944,33
41874,2020-01-06,1,6,2020,307,14,Nigeria,NGA,200963603.0,Africa,2.09142349,33
41875,2020-05-31,31,5,2020,553,12,Nigeria,NGA,200963603.0,Africa,2.10684917,33
41876,2020-05-30,30,5,2020,387,2,Nigeria,NGA,200963603.0,Africa,1.91925301,33
41877,2020-05-29,29,5,2020,182,5,Nigeria,NGA,200963603.0,Africa,1.86750235,33
41878,2020-05-28,28,5,2020,389,5,Nigeria,NGA,200963603.0,Africa,1.87198077,33
41879,2020-05-27,27,5,2020,276,16,Nigeria,NGA,200963603.0,Africa,1.76997225,33
41880,2020-05-26,26,5,2020,229,7,Nigeria,NGA,200963603.0,Africa,1.70528392,33
41881,2020-05-25,25,5,2020,313,5,Nigeria,NGA,200963603.0,Africa,1.71175275,33
41882,2020-05-24,24,5,2020,265,0,Nigeria,NGA,200963603.0,Africa,1.67940858,33
41883,2020-05-23,23,5,2020,245,10,Nigeria,NGA,200963603.0,Africa,1.66647092,33
41884,2020-05-22,22,5,2020,339,11,Nigeria,NGA,200963603.0,Africa,1.73663288,33
41885,2020-05-21,21,5,2020,276,8,Nigeria,NGA,200963603.0,Africa,1.75753218,33
41886,2020-05-20,20,5,2020,226,1,Nigeria,NGA,200963603.0,Africa,1.71722638,33
41887,2020-05-19,19,5,2020,216,9,Nigeria,NGA,200963603.0,Africa,1.67841338,33
41888,2020-05-18,18,5,2020,338,6,Nigeria,NGA,200963603.0,Africa,1.69234625,33
41889,2020-05-17,17,5,2020,176,5,Nigeria,NGA,200963603.0,Africa,1.60874902,33
41890,2020-05-16,16,5,2020,283,4,Nigeria,NGA,200963603.0,Africa,1.62964833,33
41891,2020-05-15,15,5,2020,191,3,Nigeria,NGA,200963603.0,Africa,1.60725622,33
41892,2020-05-14,14,5,2020,184,6,Nigeria,NGA,200963603.0,Africa,1.61372505,33
41893,2020-05-13,13,5,2020,146,8,Nigeria,NGA,200963603.0,Africa,1.61969628,33
41894,2020-12-05,12,5,2020,242,7,Nigeria,NGA,200963603.0,Africa,1.6440788,33
41895,2020-11-05,11,5,2020,248,15,Nigeria,NGA,200963603.0,Africa,1.55550555,33
41896,2020-10-05,10,5,2020,239,11,Nigeria,NGA,200963603.0,Africa,1.47738195,33
41897,2020-09-05,9,5,2020,386,10,Nigeria,NGA,200963603.0,Africa,1.40174636,33
41898,2020-08-05,8,5,2020,381,4,Nigeria,NGA,200963603.0,Africa,1.26639847,33
41899,2020-07-05,7,5,2020,195,5,Nigeria,NGA,200963603.0,Africa,1.13055298,33
41900,2020-06-05,6,5,2020,148,5,Nigeria,NGA,200963603.0,Africa,1.07880231,33
41901,2020-05-05,5,5,2020,244,6,Nigeria,NGA,200963603.0,Africa,1.06337664,33
41902,2020-04-05,4,5,2020,170,2,Nigeria,NGA,200963603.0,Africa,0.96087051,33
41903,2020-03-05,3,5,2020,218,17,Nigeria,NGA,200963603.0,Africa,0.9185743,33
41904,2020-02-05,2,5,2020,238,10,Nigeria,NGA,200963603.0,Africa,0.83447947,33
41905,2020-01-05,1,5,2020,204,7,Nigeria,NGA,200963603.0,Africa,0.74142779,33
41906,2020-04-30,30,4,2020,196,7,Nigeria,NGA,200963603.0,Africa,0.65733296,33
41907,2020-04-29,29,4,2020,195,4,Nigeria,NGA,200963603.0,Africa,0.57672135,33
41908,2020-04-28,28,4,2020,64,0,Nigeria,NGA,200963603.0,Africa,0.49461693,33
41909,2020-04-27,27,4,2020,91,5,Nigeria,NGA,200963603.0,Africa,0.47272242,33
41910,2020-04-26,26,4,2020,87,3,Nigeria,NGA,200963603.0,Africa,0.4299286,33
41911,2020-04-25,25,4,2020,114,1,Nigeria,NGA,200963603.0,Africa,0.39310601,33
41912,2020-04-24,24,4,2020,108,3,Nigeria,NGA,200963603.0,Africa,0.34483856,33
41913,2020-04-23,23,4,2020,91,3,Nigeria,NGA,200963603.0,Africa,0.29706872,33
41914,2020-04-22,22,4,2020,117,3,Nigeria,NGA,200963603.0,Africa,0.26273414,33
41915,2020-04-21,21,4,2020,38,1,Nigeria,NGA,200963603.0,Africa,0.21247629,33
41916,2020-04-20,20,4,2020,85,2,Nigeria,NGA,200963603.0,Africa,0.196553,33
41917,2020-04-19,19,4,2020,49,2,Nigeria,NGA,200963603.0,Africa,0.16520404,33
41918,2020-04-18,18,4,2020,51,4,Nigeria,NGA,200963603.0,Africa,0.15077357,33
41919,2020-04-17,17,4,2020,35,1,Nigeria,NGA,200963603.0,Africa,0.13335748,33
41920,2020-04-16,16,4,2020,34,1,Nigeria,NGA,200963603.0,Africa,0.12738625,33
41921,2020-04-15,15,4,2020,30,1,Nigeria,NGA,200963603.0,Africa,0.12041982,33
41922,2020-04-14,14,4,2020,20,0,Nigeria,NGA,200963603.0,Africa,0.10549174,33
41923,2020-04-13,13,4,2020,5,0,Nigeria,NGA,200963603.0,Africa,0.11245817,33
41924,2020-12-04,12,4,2020,13,3,Nigeria,NGA,200963603.0,Africa,0.10997016,33
41925,2020-11-04,11,4,2020,17,0,Nigeria,NGA,200963603.0,Africa,0.11146297,33
41926,2020-10-04,10,4,2020,12,1,Nigeria,NGA,200963603.0,Africa,0.11096537,33
41927,2020-09-04,9,4,2020,22,0,Nigeria,NGA,200963603.0,Africa,0.11196057,33
41928,2020-08-04,8,4,2020,16,1,Nigeria,NGA,200963603.0,Africa,0.10449653,33
41929,2020-07-04,7,4,2020,6,0,Nigeria,NGA,200963603.0,Africa,0.0985253,33
41930,2020-06-04,6,4,2020,22,1,Nigeria,NGA,200963603.0,Africa,0.10051571,33
41931,2020-05-04,5,4,2020,20,2,Nigeria,NGA,200963603.0,Africa,0.09354928,33
41932,2020-04-04,4,4,2020,16,0,Nigeria,NGA,200963603.0,Africa,0.08857325,33
41933,2020-03-04,3,4,2020,23,0,Nigeria,NGA,200963603.0,Africa,0.08260202,33
41934,2020-02-04,2,4,2020,20,0,Nigeria,NGA,200963603.0,Africa,0.07115716,33
41935,2020-01-04,1,4,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.06369313,33
41936,2020-03-31,31,3,2020,34,1,Nigeria,NGA,200963603.0,Africa,0.06419073,33
41937,2020-03-30,30,3,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.04727224,33
41938,2020-03-29,29,3,2020,16,0,Nigeria,NGA,200963603.0,Africa,0.04727224,33
41939,2020-03-28,28,3,2020,16,0,Nigeria,NGA,200963603.0,Africa,0.0393106,33
41940,2020-03-27,27,3,2020,14,0,Nigeria,NGA,200963603.0,Africa,0.03184656,33
41941,2020-03-26,26,3,2020,7,0,Nigeria,NGA,200963603.0,Africa,0.02488013,33
41942,2020-03-25,25,3,2020,4,0,Nigeria,NGA,200963603.0,Africa,0.02139691,33
41943,2020-03-24,24,3,2020,10,1,Nigeria,NGA,200963603.0,Africa,0.0194065,33
41944,2020-03-23,23,3,2020,8,0,Nigeria,NGA,200963603.0,Africa,0.01492808,33
41945,2020-03-22,22,3,2020,10,0,Nigeria,NGA,200963603.0,Africa,0.01094726,33
41946,2020-03-21,21,3,2020,4,0,Nigeria,NGA,200963603.0,Africa,0.00597123,33
41947,2020-03-20,20,3,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.00398082,33
41948,2020-03-19,19,3,2020,5,0,Nigeria,NGA,200963603.0,Africa,0.00398082,33
41949,2020-03-18,18,3,2020,1,0,Nigeria,NGA,200963603.0,Africa,0.00149281,33
41950,2020-03-17,17,3,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.00099521,33
41951,2020-03-16,16,3,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.00099521,33
41952,2020-03-15,15,3,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.00099521,33
41953,2020-10-03,10,3,2020,1,0,Nigeria,NGA,200963603.0,Africa,0.00099521,33
41954,2020-02-03,2,3,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0004976,33
41955,2020-01-03,1,3,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0004976,33
41956,2020-02-29,29,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0004976,33
41957,2020-02-28,28,2,2020,1,0,Nigeria,NGA,200963603.0,Africa,0.0004976,33
41958,2020-02-27,27,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41959,2020-02-26,26,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41960,2020-02-25,25,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41961,2020-02-24,24,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41962,2020-02-23,23,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41963,2020-02-22,22,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41964,2020-02-21,21,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41965,2020-02-20,20,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41966,2020-02-19,19,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41967,2020-02-18,18,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41968,2020-02-17,17,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41969,2020-02-16,16,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41970,2020-02-15,15,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41971,2020-02-14,14,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41972,2020-02-13,13,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41973,2020-12-02,12,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41974,2020-11-02,11,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41975,2020-10-02,10,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41976,2020-09-02,9,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41977,2020-08-02,8,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41978,2020-07-02,7,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41979,2020-06-02,6,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41980,2020-05-02,5,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41981,2020-04-02,4,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41982,2020-03-02,3,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41983,2020-02-02,2,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41984,2020-01-02,1,2,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41985,2020-01-31,31,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41986,2020-01-30,30,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41987,2020-01-29,29,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41988,2020-01-28,28,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41989,2020-01-27,27,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41990,2020-01-26,26,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41991,2020-01-25,25,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41992,2020-01-24,24,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41993,2020-01-23,23,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41994,2020-01-22,22,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41995,2020-01-21,21,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41996,2020-01-20,20,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41997,2020-01-19,19,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41998,2020-01-18,18,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
41999,2020-01-17,17,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
42000,2020-01-16,16,1,2020,0,0,Nigeria,NGA,200963603.0,Africa,0.0,33
